fold_id,model_type,class,f1
intra_loso_session__VP_01__2026-03-24_09-35-44_3rep,random_forest,Fist,0.925
intra_loso_session__VP_01__2026-03-24_09-35-44_3rep,random_forest,Pinch,0.856531
intra_loso_session__VP_01__2026-03-24_09-35-44_3rep,random_forest,Tripod,0.85977
intra_loso_session__VP_01__2026-03-25_10-21-07_5rep,random_forest,Rest,0.054874
intra_loso_session__VP_01__2026-03-25_10-21-07_5rep,random_forest,Fist,0.388355
intra_loso_session__VP_01__2026-03-25_10-21-07_5rep,random_forest,Pinch,0.447254
intra_loso_session__VP_01__2026-03-25_10-21-07_5rep,random_forest,Tripod,0.008999
intra_loso_session__VP_01__2026-03-25_13-36-55_3rep,random_forest,Rest,0.967532
intra_loso_session__VP_01__2026-03-25_13-36-55_3rep,random_forest,Fist,0.971678
intra_loso_session__VP_01__2026-03-25_13-36-55_3rep,random_forest,Pinch,0.752688
intra_loso_session__VP_01__2026-03-25_13-36-55_3rep,random_forest,Tripod,0.803059
intra_loso_session__VP_01__2026-03-25_13-55-45_3rep,random_forest,Rest,0.976744
intra_loso_session__VP_01__2026-03-25_13-55-45_3rep,random_forest,Fist,0.995671
intra_loso_session__VP_01__2026-03-25_13-55-45_3rep,random_forest,Pinch,0.949227
intra_loso_session__VP_01__2026-03-25_13-55-45_3rep,random_forest,Tripod,0.961039
intra_loso_session__VP_01__2026-03-26_12-38-48_3rep,random_forest,Rest,0.951002
intra_loso_session__VP_01__2026-03-26_12-38-48_3rep,random_forest,Fist,0.885714
intra_loso_session__VP_01__2026-03-26_12-38-48_3rep,random_forest,Pinch,0.0
intra_loso_session__VP_01__2026-03-26_12-38-48_3rep,random_forest,Tripod,0.617284
intra_loso_session__VP_01__2026-03-30_09-32-13_3rep,random_forest,Rest,0.955947
intra_loso_session__VP_01__2026-03-30_09-32-13_3rep,random_forest,Fist,0.939326
intra_loso_session__VP_01__2026-03-30_09-32-13_3rep,random_forest,Pinch,0.933638
intra_loso_session__VP_01__2026-03-30_09-32-13_3rep,random_forest,Tripod,0.926531
intra_loso_session__VP_01__2026-03-30_09-41-33_3rep,random_forest,Rest,0.915929
intra_loso_session__VP_01__2026-03-30_09-41-33_3rep,random_forest,Fist,0.974138
intra_loso_session__VP_01__2026-03-30_09-41-33_3rep,random_forest,Pinch,0.903803
intra_loso_session__VP_01__2026-03-30_09-41-33_3rep,random_forest,Tripod,0.933333
intra_loso_session__VP_01__2026-04-27_09-29-56_3rep,random_forest,Rest,0.958874
intra_loso_session__VP_01__2026-04-27_09-29-56_3rep,random_forest,Fist,0.921444
intra_loso_session__VP_01__2026-04-27_09-29-56_3rep,random_forest,Pinch,0.957303
intra_loso_session__VP_01__2026-04-27_09-29-56_3rep,random_forest,Tripod,0.913242
intra_loso_session__VP_01__2026-04-30_09-04-04_3rep,random_forest,Rest,0.0
intra_loso_session__VP_01__2026-04-30_09-04-04_3rep,random_forest,Fist,1.0
intra_loso_session__VP_01__2026-04-30_09-04-04_3rep,random_forest,Pinch,0.980328
intra_loso_session__VP_01__2026-04-30_09-04-04_3rep,random_forest,Tripod,0.962472
intra_loso_session__VP_01__2026-04-30_09-24-27_3rep,random_forest,Rest,0.0
intra_loso_session__VP_01__2026-04-30_09-24-27_3rep,random_forest,Fist,1.0
intra_loso_session__VP_01__2026-04-30_09-24-27_3rep,random_forest,Pinch,0.918558
intra_loso_session__VP_01__2026-04-30_09-24-27_3rep,random_forest,Tripod,0.912892
intra_loso_session__VP_01__2026-04-30_09-51-33_3rep,random_forest,Rest,0.0
intra_loso_session__VP_01__2026-04-30_09-51-33_3rep,random_forest,Fist,0.96
intra_loso_session__VP_01__2026-04-30_09-51-33_3rep,random_forest,Pinch,0.89016
intra_loso_session__VP_01__2026-04-30_09-51-33_3rep,random_forest,Tripod,0.211538
intra_loso_session__VP_01__2026-04-30_09-58-03_3rep,random_forest,Rest,0.0
intra_loso_session__VP_01__2026-04-30_09-58-03_3rep,random_forest,Fist,1.0
intra_loso_session__VP_01__2026-04-30_09-58-03_3rep,random_forest,Pinch,0.974967
intra_loso_session__VP_01__2026-04-30_09-58-03_3rep,random_forest,Tripod,0.927336
intra_loso_session__VP_01__2026-04-30_10-25-22_3rep,random_forest,Rest,0.0
intra_loso_session__VP_01__2026-04-30_10-25-22_3rep,random_forest,Fist,0.959732
intra_loso_session__VP_01__2026-04-30_10-25-22_3rep,random_forest,Pinch,0.944065
intra_loso_session__VP_01__2026-04-30_10-25-22_3rep,random_forest,Tripod,1.0
intra_loso_session__VP_01__2026-04-30_11-12-19_3rep,random_forest,Rest,0.0
intra_loso_session__VP_01__2026-04-30_11-12-19_3rep,random_forest,Fist,0.762376
intra_loso_session__VP_01__2026-04-30_11-12-19_3rep,random_forest,Pinch,0.0
intra_loso_session__VP_01__2026-04-30_11-12-19_3rep,random_forest,Tripod,0.957983
intra_loso_session__VP_01__2026-04-30_11-29-09_3rep,random_forest,Rest,0.0
intra_loso_session__VP_01__2026-04-30_11-29-09_3rep,random_forest,Fist,0.996771
intra_loso_session__VP_01__2026-04-30_11-29-09_3rep,random_forest,Pinch,0.859206
intra_loso_session__VP_01__2026-04-30_11-29-09_3rep,random_forest,Tripod,0.792553
intra_loso_session__VP_01__2026-05-01_11-38-54_3rep,random_forest,Rest,0.0
intra_loso_session__VP_01__2026-05-01_11-38-54_3rep,random_forest,Fist,0.355556
intra_loso_session__VP_01__2026-05-01_11-38-54_3rep,random_forest,Pinch,0.309859
intra_loso_session__VP_01__2026-05-01_11-38-54_3rep,random_forest,Tripod,0.0
intra_loso_session__VP_01__2026-05-04_08-55-07_3rep,random_forest,Rest,0.0
intra_loso_session__VP_01__2026-05-04_08-55-07_3rep,random_forest,Fist,0.982533
intra_loso_session__VP_01__2026-05-04_08-55-07_3rep,random_forest,Pinch,1.0
intra_loso_session__VP_01__2026-05-04_08-55-07_3rep,random_forest,Tripod,1.0
intra_loso_session__VP_01__2026-05-04_09-00-24_3rep,random_forest,Fist,1.0
intra_loso_session__VP_01__2026-05-04_09-00-24_3rep,random_forest,Pinch,0.995781
intra_loso_session__VP_01__2026-05-04_09-00-24_3rep,random_forest,Tripod,0.995726
intra_loso_session__VP_01__2026-05-04_09-30-37_3rep,random_forest,Rest,0.948581
intra_loso_session__VP_01__2026-05-04_09-30-37_3rep,random_forest,Fist,0.93837
intra_loso_session__VP_01__2026-05-04_09-30-37_3rep,random_forest,Pinch,0.902111
intra_loso_session__VP_01__2026-05-04_09-30-37_3rep,random_forest,Tripod,0.908738
intra_loso_session__VP_01__2026-05-04_09-43-34_3rep,random_forest,Rest,0.666667
intra_loso_session__VP_01__2026-05-04_09-43-34_3rep,random_forest,Fist,0.841155
intra_loso_session__VP_01__2026-05-04_09-43-34_3rep,random_forest,Pinch,0.469512
intra_loso_session__VP_01__2026-05-04_09-43-34_3rep,random_forest,Tripod,0.873823
intra_loso_session__VP_01__2026-05-04_11-53-40_3rep,random_forest,Rest,0.837276
intra_loso_session__VP_01__2026-05-04_11-53-40_3rep,random_forest,Fist,0.83209
intra_loso_session__VP_01__2026-05-04_11-53-40_3rep,random_forest,Pinch,0.380744
intra_loso_session__VP_01__2026-05-04_11-53-40_3rep,random_forest,Tripod,0.271386
intra_loso_session__VP_02__2026-02-04_15:06:58_5rep,random_forest,Rest,0.059938
intra_loso_session__VP_02__2026-02-04_15:06:58_5rep,random_forest,Fist,0.823394
intra_loso_session__VP_02__2026-02-04_15:06:58_5rep,random_forest,Pinch,0.274956
intra_loso_session__VP_02__2026-02-04_15:06:58_5rep,random_forest,Tripod,0.187234
intra_loso_session__VP_02__2026-02-24_12:46:57_3rep,random_forest,Rest,0.803245
intra_loso_session__VP_02__2026-02-24_12:46:57_3rep,random_forest,Fist,0.941667
intra_loso_session__VP_02__2026-02-24_12:46:57_3rep,random_forest,Pinch,0.243542
intra_loso_session__VP_02__2026-02-24_12:46:57_3rep,random_forest,Tripod,0.58256
intra_loso_session__VP_02__2026-02-24_12:57:14_5rep,random_forest,Rest,0.978235
intra_loso_session__VP_02__2026-02-24_12:57:14_5rep,random_forest,Fist,0.801831
intra_loso_session__VP_02__2026-02-24_12:57:14_5rep,random_forest,Pinch,0.738714
intra_loso_session__VP_02__2026-02-24_12:57:14_5rep,random_forest,Tripod,0.709677
intra_loso_session__VP_02__2026-05-06_10-43-57_3rep,random_forest,Rest,0.896942
intra_loso_session__VP_02__2026-05-06_10-43-57_3rep,random_forest,Fist,0.841085
intra_loso_session__VP_02__2026-05-06_10-43-57_3rep,random_forest,Pinch,0.729114
intra_loso_session__VP_02__2026-05-06_10-43-57_3rep,random_forest,Tripod,0.636364
intra_loso_session__VP_02__2026-05-06_10-51-06_3rep,random_forest,Rest,0.962389
intra_loso_session__VP_02__2026-05-06_10-51-06_3rep,random_forest,Fist,0.968017
intra_loso_session__VP_02__2026-05-06_10-51-06_3rep,random_forest,Pinch,0.824627
intra_loso_session__VP_02__2026-05-06_10-51-06_3rep,random_forest,Tripod,0.734584
intra_loso_session__VP_02__2026-05-06_10-54-51_3rep,random_forest,Rest,0.945006
intra_loso_session__VP_02__2026-05-06_10-54-51_3rep,random_forest,Fist,0.867076
intra_loso_session__VP_02__2026-05-06_10-54-51_3rep,random_forest,Pinch,0.861996
intra_loso_session__VP_02__2026-05-06_10-54-51_3rep,random_forest,Tripod,0.716628
intra_loso_session__VP_02__2026-05-06_11-02-58_3rep,random_forest,Rest,0.95354
intra_loso_session__VP_02__2026-05-06_11-02-58_3rep,random_forest,Fist,0.889831
intra_loso_session__VP_02__2026-05-06_11-02-58_3rep,random_forest,Pinch,0.85906
intra_loso_session__VP_02__2026-05-06_11-02-58_3rep,random_forest,Tripod,0.840263
intra_loso_session__VP_02__2026-05-06_11-08-12_3rep,random_forest,Rest,0.957284
intra_loso_session__VP_02__2026-05-06_11-08-12_3rep,random_forest,Fist,0.975391
intra_loso_session__VP_02__2026-05-06_11-08-12_3rep,random_forest,Pinch,0.776471
intra_loso_session__VP_02__2026-05-06_11-08-12_3rep,random_forest,Tripod,0.831643
intra_loso_session__VP_02__2026-05-06_11-09-25_3rep,random_forest,Rest,0.955093
intra_loso_session__VP_02__2026-05-06_11-09-25_3rep,random_forest,Fist,0.943567
intra_loso_session__VP_02__2026-05-06_11-09-25_3rep,random_forest,Pinch,0.797642
intra_loso_session__VP_02__2026-05-06_11-09-25_3rep,random_forest,Tripod,0.737349
intra_loso_session__VP_04__2026-03-25_14-44-10_5rep,random_forest,Rest,0.525319
intra_loso_session__VP_04__2026-03-25_14-44-10_5rep,random_forest,Fist,0.278384
intra_loso_session__VP_04__2026-03-25_14-44-10_5rep,random_forest,Pinch,0.0
intra_loso_session__VP_04__2026-03-25_14-44-10_5rep,random_forest,Tripod,0.011236
intra_loso_session__VP_04__2026-03-25_15-12-50_5rep,random_forest,Rest,0.522958
intra_loso_session__VP_04__2026-03-25_15-12-50_5rep,random_forest,Fist,0.0
intra_loso_session__VP_04__2026-03-25_15-12-50_5rep,random_forest,Pinch,0.0
intra_loso_session__VP_04__2026-03-26_14-55-57_manual,random_forest,Rest,0.23622
intra_loso_session__VP_04__2026-03-26_14-55-57_manual,random_forest,Fist,0.119819
intra_loso_session__VP_04__2026-03-26_14-55-57_manual,random_forest,Pinch,0.02329
intra_loso_session__VP_04__2026-03-26_14-55-57_manual,random_forest,Tripod,0.176471
intra_loso_session__VP_04__2026-03-27_10-48-46_manual,random_forest,Rest,0.083173
intra_loso_session__VP_04__2026-03-27_10-48-46_manual,random_forest,Fist,0.0
intra_loso_session__VP_06__2026-05-04_11-21-18_3rep,random_forest,Rest,0.907138
intra_loso_session__VP_06__2026-05-04_11-21-18_3rep,random_forest,Fist,0.892562
intra_loso_session__VP_06__2026-05-04_11-21-18_3rep,random_forest,Pinch,0.653244
intra_loso_session__VP_06__2026-05-04_11-21-18_3rep,random_forest,Tripod,0.309278
intra_loso_session__VP_06__2026-05-04_11-31-06_3rep,random_forest,Rest,0.913495
intra_loso_session__VP_06__2026-05-04_11-31-06_3rep,random_forest,Fist,0.674521
intra_loso_session__VP_06__2026-05-04_11-31-06_3rep,random_forest,Pinch,0.692913
intra_loso_session__VP_06__2026-05-04_11-31-06_3rep,random_forest,Tripod,0.308176
intra_loso_session__VP_06__2026-05-04_11-36-55_3rep,random_forest,Rest,0.700159
intra_loso_session__VP_06__2026-05-04_11-36-55_3rep,random_forest,Fist,0.786172
intra_loso_session__VP_06__2026-05-04_11-36-55_3rep,random_forest,Pinch,0.565934
intra_loso_session__VP_06__2026-05-04_11-36-55_3rep,random_forest,Tripod,0.0
intra_loso_session__VP_06__2026-05-04_11-57-35_3rep,random_forest,Rest,0.874333
intra_loso_session__VP_06__2026-05-04_11-57-35_3rep,random_forest,Fist,0.820702
intra_loso_session__VP_06__2026-05-04_11-57-35_3rep,random_forest,Pinch,0.528302
intra_loso_session__VP_06__2026-05-04_11-57-35_3rep,random_forest,Tripod,0.396761
intra_loso_session__VP_12__2026-05-04_14-30-45_5rep,random_forest,Rest,0.626378
intra_loso_session__VP_12__2026-05-04_14-30-45_5rep,random_forest,Fist,0.927043
intra_loso_session__VP_12__2026-05-04_14-30-45_5rep,random_forest,Pinch,0.395802
intra_loso_session__VP_12__2026-05-04_14-30-45_5rep,random_forest,Tripod,0.628957
intra_loso_session__VP_12__2026-05-04_14-45-30_3rep,random_forest,Rest,0.955483
intra_loso_session__VP_12__2026-05-04_14-45-30_3rep,random_forest,Fist,0.955357
intra_loso_session__VP_12__2026-05-04_14-45-30_3rep,random_forest,Pinch,0.876652
intra_loso_session__VP_12__2026-05-04_14-45-30_3rep,random_forest,Tripod,0.887912
intra_loso_session__VP_12__2026-05-04_14-46-56_3rep,random_forest,Rest,0.931973
intra_loso_session__VP_12__2026-05-04_14-46-56_3rep,random_forest,Fist,0.97561
intra_loso_session__VP_12__2026-05-04_14-46-56_3rep,random_forest,Pinch,0.906122
intra_loso_session__VP_12__2026-05-04_14-46-56_3rep,random_forest,Tripod,0.932166
intra_loso_session__VP_12__2026-05-04_14-51-35_3rep,random_forest,Rest,0.742779
intra_loso_session__VP_12__2026-05-04_14-51-35_3rep,random_forest,Fist,0.980477
intra_loso_session__VP_12__2026-05-04_14-51-35_3rep,random_forest,Pinch,0.522449
intra_loso_session__VP_12__2026-05-04_14-51-35_3rep,random_forest,Tripod,0.746667
intra_loso_session__VP_12__2026-05-04_14-57-16_3rep,random_forest,Rest,0.887628
intra_loso_session__VP_12__2026-05-04_14-57-16_3rep,random_forest,Fist,0.978355
intra_loso_session__VP_12__2026-05-04_14-57-16_3rep,random_forest,Pinch,0.772009
intra_loso_session__VP_12__2026-05-04_14-57-16_3rep,random_forest,Tripod,0.878049
intra_loso_session__VP_12__2026-05-04_14-58-52_3rep,random_forest,Rest,0.830303
intra_loso_session__VP_12__2026-05-04_14-58-52_3rep,random_forest,Fist,0.934831
intra_loso_session__VP_12__2026-05-04_14-58-52_3rep,random_forest,Pinch,0.505747
intra_loso_session__VP_12__2026-05-04_14-58-52_3rep,random_forest,Tripod,0.745098
intra_loso_session__VP_12__2026-05-04_15-00-08_3rep,random_forest,Rest,0.943065
intra_loso_session__VP_12__2026-05-04_15-00-08_3rep,random_forest,Fist,0.928287
intra_loso_session__VP_12__2026-05-04_15-00-08_3rep,random_forest,Pinch,0.141304
intra_loso_session__VP_12__2026-05-04_15-00-08_3rep,random_forest,Tripod,0.649104
intra_loso_session__VP_13__2026-05-06_12-30-00_3rep,random_forest,Rest,0.863585
intra_loso_session__VP_13__2026-05-06_12-30-00_3rep,random_forest,Fist,0.808989
intra_loso_session__VP_13__2026-05-06_12-30-00_3rep,random_forest,Pinch,0.372671
intra_loso_session__VP_13__2026-05-06_12-30-00_3rep,random_forest,Tripod,0.499069
intra_loso_session__VP_13__2026-05-06_12-36-17_3rep,random_forest,Rest,0.941391
intra_loso_session__VP_13__2026-05-06_12-36-17_3rep,random_forest,Fist,0.902564
intra_loso_session__VP_13__2026-05-06_12-36-17_3rep,random_forest,Pinch,0.582751
intra_loso_session__VP_13__2026-05-06_12-36-17_3rep,random_forest,Tripod,0.426357
intra_loso_session__VP_13__2026-05-06_12-43-14_3rep,random_forest,Rest,0.882788
intra_loso_session__VP_13__2026-05-06_12-43-14_3rep,random_forest,Fist,0.939597
intra_loso_session__VP_13__2026-05-06_12-43-14_3rep,random_forest,Pinch,0.791209
intra_loso_session__VP_13__2026-05-06_12-43-14_3rep,random_forest,Tripod,0.869565
intra_loso_session__VP_13__2026-05-06_12-50-29_3rep,random_forest,Rest,0.924444
intra_loso_session__VP_13__2026-05-06_12-50-29_3rep,random_forest,Fist,0.927039
intra_loso_session__VP_13__2026-05-06_12-50-29_3rep,random_forest,Pinch,0.927473
intra_loso_session__VP_13__2026-05-06_12-50-29_3rep,random_forest,Tripod,0.923077
intra_loso_session__VP_13__2026-05-06_12-51-44_3rep,random_forest,Rest,0.914037
intra_loso_session__VP_13__2026-05-06_12-51-44_3rep,random_forest,Fist,0.920705
intra_loso_session__VP_13__2026-05-06_12-51-44_3rep,random_forest,Pinch,0.916667
intra_loso_session__VP_13__2026-05-06_12-51-44_3rep,random_forest,Tripod,0.931264
intra_loso_session__VP_13__2026-05-06_12-56-17_3rep,random_forest,Rest,0.885417
intra_loso_session__VP_13__2026-05-06_12-56-17_3rep,random_forest,Fist,0.922727
intra_loso_session__VP_13__2026-05-06_12-56-17_3rep,random_forest,Pinch,0.890869
intra_loso_session__VP_13__2026-05-06_12-56-17_3rep,random_forest,Tripod,0.891455
intra_loso_session__VP_13__2026-05-06_12-57-31_3rep,random_forest,Rest,0.877619
intra_loso_session__VP_13__2026-05-06_12-57-31_3rep,random_forest,Fist,0.886836
intra_loso_session__VP_13__2026-05-06_12-57-31_3rep,random_forest,Pinch,0.898048
intra_loso_session__VP_13__2026-05-06_12-57-31_3rep,random_forest,Tripod,0.909853
intra_loso_session__VP_13__2026-05-06_13-06-21_3rep,random_forest,Rest,0.898268
intra_loso_session__VP_13__2026-05-06_13-06-21_3rep,random_forest,Fist,0.898876
intra_loso_session__VP_13__2026-05-06_13-06-21_3rep,random_forest,Pinch,0.912281
intra_loso_session__VP_13__2026-05-06_13-06-21_3rep,random_forest,Tripod,0.927152
intra_loso_session__VP_13__2026-05-06_13-12-22_3rep,random_forest,Rest,0.878049
intra_loso_session__VP_13__2026-05-06_13-12-22_3rep,random_forest,Fist,0.889868
intra_loso_session__VP_13__2026-05-06_13-12-22_3rep,random_forest,Pinch,0.926087
intra_loso_session__VP_13__2026-05-06_13-12-22_3rep,random_forest,Tripod,0.900862
intra_loso_session__VP_13__2026-05-06_13-13-37_3rep,random_forest,Rest,0.901024
intra_loso_session__VP_13__2026-05-06_13-13-37_3rep,random_forest,Fist,0.901468
intra_loso_session__VP_13__2026-05-06_13-13-37_3rep,random_forest,Pinch,0.954644
intra_loso_session__VP_13__2026-05-06_13-13-37_3rep,random_forest,Tripod,0.932462
intra_loso_session__VP_14__2026-05-13_15-57-37_5rep,random_forest,Rest,0.883888
intra_loso_session__VP_14__2026-05-13_15-57-37_5rep,random_forest,Fist,0.457961
intra_loso_session__VP_14__2026-05-13_15-57-37_5rep,random_forest,Pinch,0.475336
intra_loso_session__VP_14__2026-05-13_15-57-37_5rep,random_forest,Tripod,0.399021
intra_loso_session__VP_14__2026-05-13_16-11-51_4rep,random_forest,Rest,0.685039
intra_loso_session__VP_14__2026-05-13_16-11-51_4rep,random_forest,Fist,0.031746
intra_loso_session__VP_14__2026-05-13_16-11-51_4rep,random_forest,Pinch,0.493082
intra_loso_session__VP_14__2026-05-13_16-11-51_4rep,random_forest,Tripod,0.518293
intra_loso_session__VP_01__2026-02-26_12:30:21_3rep,catboost,Rest,0.943144
intra_loso_session__VP_01__2026-02-26_12:30:21_3rep,catboost,Fist,0.958242
intra_loso_session__VP_01__2026-02-26_12:30:21_3rep,catboost,Pinch,0.689076
intra_loso_session__VP_01__2026-02-26_12:30:21_3rep,catboost,Tripod,0.765217
intra_loso_session__VP_01__2026-02-26_12:50:17_3rep,catboost,Rest,0.938547
intra_loso_session__VP_01__2026-02-26_12:50:17_3rep,catboost,Fist,0.955414
intra_loso_session__VP_01__2026-02-26_12:50:17_3rep,catboost,Pinch,0.934537
intra_loso_session__VP_01__2026-02-26_12:50:17_3rep,catboost,Tripod,0.908316
intra_loso_session__VP_01__2026-03-02_10:15:18_3rep,catboost,Rest,0.697802
intra_loso_session__VP_01__2026-03-02_10:15:18_3rep,catboost,Fist,0.853982
intra_loso_session__VP_01__2026-03-02_10:15:18_3rep,catboost,Pinch,0.419355
intra_loso_session__VP_01__2026-03-02_10:15:18_3rep,catboost,Tripod,0.664452
intra_loso_session__VP_01__2026-03-02_12:29:32_3rep,catboost,Rest,0.929451
intra_loso_session__VP_01__2026-03-02_12:29:32_3rep,catboost,Fist,0.733509
intra_loso_session__VP_01__2026-03-02_12:29:32_3rep,catboost,Pinch,0.771536
intra_loso_session__VP_01__2026-03-02_12:29:32_3rep,catboost,Tripod,0.615385
intra_loso_session__VP_01__2026-03-02_12:33:18_3rep,catboost,Rest,0.853717
intra_loso_session__VP_01__2026-03-02_12:33:18_3rep,catboost,Fist,0.903509
intra_loso_session__VP_01__2026-03-02_12:33:18_3rep,catboost,Pinch,0.849894
intra_loso_session__VP_01__2026-03-02_12:33:18_3rep,catboost,Tripod,0.756335
intra_loso_session__VP_01__2026-03-02_12:35:53_5rep,catboost,Rest,0.712244
intra_loso_session__VP_01__2026-03-02_12:35:53_5rep,catboost,Fist,0.399287
intra_loso_session__VP_01__2026-03-02_12:35:53_5rep,catboost,Pinch,0.216123
intra_loso_session__VP_01__2026-03-02_12:35:53_5rep,catboost,Tripod,0.129534
intra_loso_session__VP_01__2026-03-03_13:21:53_3rep,catboost,Rest,0.917808
intra_loso_session__VP_01__2026-03-03_13:21:53_3rep,catboost,Fist,0.971922
intra_loso_session__VP_01__2026-03-03_13:21:53_3rep,catboost,Pinch,0.877944
intra_loso_session__VP_01__2026-03-03_13:21:53_3rep,catboost,Tripod,0.869748
intra_loso_session__VP_01__2026-03-03_14:31:55_3rep,catboost,Rest,0.889376
intra_loso_session__VP_01__2026-03-03_14:31:55_3rep,catboost,Fist,0.921397
intra_loso_session__VP_01__2026-03-03_14:31:55_3rep,catboost,Pinch,0.881633
intra_loso_session__VP_01__2026-03-03_14:31:55_3rep,catboost,Tripod,0.806683
intra_loso_session__VP_01__2026-03-10_13:44:35_3rep,catboost,Rest,0.583082
intra_loso_session__VP_01__2026-03-10_13:44:35_3rep,catboost,Fist,0.948276
intra_loso_session__VP_01__2026-03-10_13:44:35_3rep,catboost,Pinch,0.881356
intra_loso_session__VP_01__2026-03-10_13:44:35_3rep,catboost,Tripod,0.620588
intra_loso_session__VP_01__2026-03-16_11:04:06_3rep,catboost,Rest,0.928571
intra_loso_session__VP_01__2026-03-16_11:04:06_3rep,catboost,Fist,0.976645
intra_loso_session__VP_01__2026-03-16_11:04:06_3rep,catboost,Pinch,0.813996
intra_loso_session__VP_01__2026-03-16_11:04:06_3rep,catboost,Tripod,0.845
intra_loso_session__VP_01__2026-03-16_11:11:49_3rep,catboost,Rest,0.953744
intra_loso_session__VP_01__2026-03-16_11:11:49_3rep,catboost,Fist,0.978448
intra_loso_session__VP_01__2026-03-16_11:11:49_3rep,catboost,Pinch,0.927152
intra_loso_session__VP_01__2026-03-16_11:11:49_3rep,catboost,Tripod,0.91796
intra_loso_session__VP_01__2026-03-20_11:10:16_3rep,catboost,Rest,0.568911
intra_loso_session__VP_01__2026-03-20_11:10:16_3rep,catboost,Fist,0.0
intra_loso_session__VP_01__2026-03-20_11:10:16_3rep,catboost,Pinch,0.0
intra_loso_session__VP_01__2026-03-20_11:10:16_3rep,catboost,Tripod,0.0
intra_loso_session__VP_01__2026-03-20_12:54:45_10rep,catboost,Rest,0.982369
intra_loso_session__VP_01__2026-03-20_12:54:45_10rep,catboost,Fist,0.989744
intra_loso_session__VP_01__2026-03-20_12:54:45_10rep,catboost,Pinch,0.963573
intra_loso_session__VP_01__2026-03-20_12:54:45_10rep,catboost,Tripod,0.962354
intra_loso_session__VP_01__2026-03-20_14:17:17_3rep,catboost,Rest,0.931106
intra_loso_session__VP_01__2026-03-20_14:17:17_3rep,catboost,Fist,0.937355
intra_loso_session__VP_01__2026-03-20_14:17:17_3rep,catboost,Pinch,0.948546
intra_loso_session__VP_01__2026-03-20_14:17:17_3rep,catboost,Tripod,0.932127
intra_loso_session__VP_01__2026-03-20_14:18:36_3rep,catboost,Rest,0.908524
intra_loso_session__VP_01__2026-03-20_14:18:36_3rep,catboost,Fist,0.81407
intra_loso_session__VP_01__2026-03-20_14:18:36_3rep,catboost,Pinch,0.948315
intra_loso_session__VP_01__2026-03-20_14:18:36_3rep,catboost,Tripod,0.947146
intra_loso_session__VP_01__2026-03-20_14:20:18_3rep,catboost,Rest,0.977925
intra_loso_session__VP_01__2026-03-20_14:20:18_3rep,catboost,Fist,0.967177
intra_loso_session__VP_01__2026-03-20_14:20:18_3rep,catboost,Pinch,0.989107
intra_loso_session__VP_01__2026-03-20_14:20:18_3rep,catboost,Tripod,0.982609
intra_loso_session__VP_01__2026-03-24_08-57-34_3rep,catboost,Rest,0.955947
intra_loso_session__VP_01__2026-03-24_08-57-34_3rep,catboost,Fist,0.952164
intra_loso_session__VP_01__2026-03-24_08-57-34_3rep,catboost,Pinch,0.945205
intra_loso_session__VP_01__2026-03-24_08-57-34_3rep,catboost,Tripod,0.912424
intra_loso_session__VP_01__2026-03-24_09-35-44_3rep,catboost,Rest,0.870536
intra_loso_session__VP_01__2026-03-24_09-35-44_3rep,catboost,Fist,0.950538
intra_loso_session__VP_01__2026-03-24_09-35-44_3rep,catboost,Pinch,0.832972
intra_loso_session__VP_01__2026-03-24_09-35-44_3rep,catboost,Tripod,0.855895
intra_loso_session__VP_01__2026-03-25_10-21-07_5rep,catboost,Rest,0.054341
intra_loso_session__VP_01__2026-03-25_10-21-07_5rep,catboost,Fist,0.426924
intra_loso_session__VP_01__2026-03-25_10-21-07_5rep,catboost,Pinch,0.396277
intra_loso_session__VP_01__2026-03-25_10-21-07_5rep,catboost,Tripod,0.006742
intra_loso_session__VP_01__2026-03-25_13-36-55_3rep,catboost,Rest,0.959052
intra_loso_session__VP_01__2026-03-25_13-36-55_3rep,catboost,Fist,0.975824
intra_loso_session__VP_01__2026-03-25_13-36-55_3rep,catboost,Pinch,0.740541
intra_loso_session__VP_01__2026-03-25_13-36-55_3rep,catboost,Tripod,0.792381
intra_loso_session__VP_01__2026-03-25_13-55-45_3rep,catboost,Rest,0.971111
intra_loso_session__VP_01__2026-03-25_13-55-45_3rep,catboost,Fist,0.993521
intra_loso_session__VP_01__2026-03-25_13-55-45_3rep,catboost,Pinch,0.927473
intra_loso_session__VP_01__2026-03-25_13-55-45_3rep,catboost,Tripod,0.943723
intra_loso_session__VP_01__2026-03-26_12-38-48_3rep,catboost,Rest,0.960265
intra_loso_session__VP_01__2026-03-26_12-38-48_3rep,catboost,Fist,0.959821
intra_loso_session__VP_01__2026-03-26_12-38-48_3rep,catboost,Pinch,0.0
intra_loso_session__VP_01__2026-03-26_12-38-48_3rep,catboost,Tripod,0.654232
intra_loso_session__VP_01__2026-03-30_09-32-13_3rep,catboost,Rest,0.954696
intra_loso_session__VP_01__2026-03-30_09-32-13_3rep,catboost,Fist,0.939597
intra_loso_session__VP_01__2026-03-30_09-32-13_3rep,catboost,Pinch,0.922018
intra_loso_session__VP_01__2026-03-30_09-32-13_3rep,catboost,Tripod,0.910569
intra_loso_session__VP_01__2026-03-30_09-41-33_3rep,catboost,Rest,0.909497
intra_loso_session__VP_01__2026-03-30_09-41-33_3rep,catboost,Fist,0.978448
