fold_id,model_type,class,f1
intra_loso_session__VP_01__2026-03-10_13:44:35_3rep,svm,Pinch,0.613333
intra_loso_session__VP_01__2026-03-10_13:44:35_3rep,svm,Tripod,0.874743
intra_loso_session__VP_01__2026-03-16_11:04:06_3rep,svm,Rest,0.777924
intra_loso_session__VP_01__2026-03-16_11:04:06_3rep,svm,Fist,0.970339
intra_loso_session__VP_01__2026-03-16_11:04:06_3rep,svm,Pinch,0.863962
intra_loso_session__VP_01__2026-03-16_11:04:06_3rep,svm,Tripod,0.711111
intra_loso_session__VP_01__2026-03-16_11:11:49_3rep,svm,Rest,0.957001
intra_loso_session__VP_01__2026-03-16_11:11:49_3rep,svm,Fist,0.9869
intra_loso_session__VP_01__2026-03-16_11:11:49_3rep,svm,Pinch,0.939866
intra_loso_session__VP_01__2026-03-16_11:11:49_3rep,svm,Tripod,0.926407
intra_loso_session__VP_01__2026-03-20_11:10:16_3rep,svm,Rest,0.692607
intra_loso_session__VP_01__2026-03-20_11:10:16_3rep,svm,Fist,0.090909
intra_loso_session__VP_01__2026-03-20_11:10:16_3rep,svm,Pinch,0.0
intra_loso_session__VP_01__2026-03-20_11:10:16_3rep,svm,Tripod,0.127193
intra_loso_session__VP_01__2026-03-20_12:54:45_10rep,svm,Rest,0.982869
intra_loso_session__VP_01__2026-03-20_12:54:45_10rep,svm,Fist,0.989312
intra_loso_session__VP_01__2026-03-20_12:54:45_10rep,svm,Pinch,0.965101
intra_loso_session__VP_01__2026-03-20_12:54:45_10rep,svm,Tripod,0.966205
intra_loso_session__VP_01__2026-03-20_14:17:17_3rep,svm,Rest,0.936575
intra_loso_session__VP_01__2026-03-20_14:17:17_3rep,svm,Fist,0.952164
intra_loso_session__VP_01__2026-03-20_14:17:17_3rep,svm,Pinch,0.95
intra_loso_session__VP_01__2026-03-20_14:17:17_3rep,svm,Tripod,0.913907
intra_loso_session__VP_01__2026-03-20_14:18:36_3rep,svm,Rest,0.896552
intra_loso_session__VP_01__2026-03-20_14:18:36_3rep,svm,Fist,0.823232
intra_loso_session__VP_01__2026-03-20_14:18:36_3rep,svm,Pinch,0.940397
intra_loso_session__VP_01__2026-03-20_14:18:36_3rep,svm,Tripod,0.932203
intra_loso_session__VP_01__2026-03-20_14:20:18_3rep,svm,Rest,0.953917
intra_loso_session__VP_01__2026-03-20_14:20:18_3rep,svm,Fist,0.907298
intra_loso_session__VP_01__2026-03-20_14:20:18_3rep,svm,Pinch,0.945055
intra_loso_session__VP_01__2026-03-20_14:20:18_3rep,svm,Tripod,0.964602
intra_loso_session__VP_01__2026-03-24_08-57-34_3rep,svm,Rest,0.959385
intra_loso_session__VP_01__2026-03-24_08-57-34_3rep,svm,Fist,0.947368
intra_loso_session__VP_01__2026-03-24_08-57-34_3rep,svm,Pinch,0.940639
intra_loso_session__VP_01__2026-03-24_08-57-34_3rep,svm,Tripod,0.914286
intra_loso_session__VP_01__2026-03-24_09-35-44_3rep,svm,Rest,0.796186
intra_loso_session__VP_01__2026-03-24_09-35-44_3rep,svm,Fist,0.842505
intra_loso_session__VP_01__2026-03-24_09-35-44_3rep,svm,Pinch,0.748899
intra_loso_session__VP_01__2026-03-24_09-35-44_3rep,svm,Tripod,0.786957
intra_loso_session__VP_01__2026-03-25_10-21-07_5rep,svm,Rest,0.688343
intra_loso_session__VP_01__2026-03-25_10-21-07_5rep,svm,Fist,0.477604
intra_loso_session__VP_01__2026-03-25_10-21-07_5rep,svm,Pinch,0.017666
intra_loso_session__VP_01__2026-03-25_10-21-07_5rep,svm,Tripod,0.0
intra_loso_session__VP_01__2026-03-25_13-36-55_3rep,svm,Rest,0.958696
intra_loso_session__VP_01__2026-03-25_13-36-55_3rep,svm,Fist,0.975824
intra_loso_session__VP_01__2026-03-25_13-36-55_3rep,svm,Pinch,0.748718
intra_loso_session__VP_01__2026-03-25_13-36-55_3rep,svm,Tripod,0.77193
intra_loso_session__VP_01__2026-03-25_13-55-45_3rep,svm,Rest,0.973154
intra_loso_session__VP_01__2026-03-25_13-55-45_3rep,svm,Fist,1.0
intra_loso_session__VP_01__2026-03-25_13-55-45_3rep,svm,Pinch,0.945946
intra_loso_session__VP_01__2026-03-25_13-55-45_3rep,svm,Tripod,0.946058
intra_loso_session__VP_01__2026-03-26_12-38-48_3rep,svm,Rest,0.964286
intra_loso_session__VP_01__2026-03-26_12-38-48_3rep,svm,Fist,0.704028
intra_loso_session__VP_01__2026-03-26_12-38-48_3rep,svm,Pinch,0.0
intra_loso_session__VP_01__2026-03-26_12-38-48_3rep,svm,Tripod,0.32247
intra_loso_session__VP_01__2026-03-30_09-32-13_3rep,svm,Rest,0.950166
intra_loso_session__VP_01__2026-03-30_09-32-13_3rep,svm,Fist,0.939326
intra_loso_session__VP_01__2026-03-30_09-32-13_3rep,svm,Pinch,0.758808
intra_loso_session__VP_01__2026-03-30_09-32-13_3rep,svm,Tripod,0.809947
intra_loso_session__VP_01__2026-03-30_09-41-33_3rep,svm,Rest,0.912125
intra_loso_session__VP_01__2026-03-30_09-41-33_3rep,svm,Fist,0.971302
intra_loso_session__VP_01__2026-03-30_09-41-33_3rep,svm,Pinch,0.902655
intra_loso_session__VP_01__2026-03-30_09-41-33_3rep,svm,Tripod,0.915966
intra_loso_session__VP_01__2026-04-27_09-29-56_3rep,svm,Rest,0.907104
intra_loso_session__VP_01__2026-04-27_09-29-56_3rep,svm,Fist,0.695652
intra_loso_session__VP_01__2026-04-27_09-29-56_3rep,svm,Pinch,0.945055
intra_loso_session__VP_01__2026-04-27_09-29-56_3rep,svm,Tripod,0.70793
intra_loso_session__VP_01__2026-04-30_09-04-04_3rep,svm,Rest,0.0
intra_loso_session__VP_01__2026-04-30_09-04-04_3rep,svm,Fist,1.0
intra_loso_session__VP_01__2026-04-30_09-04-04_3rep,svm,Pinch,0.966997
intra_loso_session__VP_01__2026-04-30_09-04-04_3rep,svm,Tripod,0.949672
intra_loso_session__VP_01__2026-04-30_09-24-27_3rep,svm,Rest,0.0
intra_loso_session__VP_01__2026-04-30_09-24-27_3rep,svm,Fist,1.0
intra_loso_session__VP_01__2026-04-30_09-24-27_3rep,svm,Pinch,0.908851
intra_loso_session__VP_01__2026-04-30_09-24-27_3rep,svm,Tripod,0.893617
intra_loso_session__VP_01__2026-04-30_09-51-33_3rep,svm,Rest,0.0
intra_loso_session__VP_01__2026-04-30_09-51-33_3rep,svm,Fist,0.850136
intra_loso_session__VP_01__2026-04-30_09-51-33_3rep,svm,Pinch,0.903073
intra_loso_session__VP_01__2026-04-30_09-51-33_3rep,svm,Tripod,0.283019
intra_loso_session__VP_01__2026-04-30_09-58-03_3rep,svm,Rest,0.0
intra_loso_session__VP_01__2026-04-30_09-58-03_3rep,svm,Fist,0.987179
intra_loso_session__VP_01__2026-04-30_09-58-03_3rep,svm,Pinch,0.926582
intra_loso_session__VP_01__2026-04-30_09-58-03_3rep,svm,Tripod,0.789062
intra_loso_session__VP_01__2026-04-30_10-25-22_3rep,svm,Rest,0.0
intra_loso_session__VP_01__2026-04-30_10-25-22_3rep,svm,Fist,0.956229
intra_loso_session__VP_01__2026-04-30_10-25-22_3rep,svm,Pinch,0.915789
intra_loso_session__VP_01__2026-04-30_10-25-22_3rep,svm,Tripod,0.911661
intra_loso_session__VP_01__2026-04-30_11-12-19_3rep,svm,Rest,0.0
intra_loso_session__VP_01__2026-04-30_11-12-19_3rep,svm,Fist,0.475309
intra_loso_session__VP_01__2026-04-30_11-12-19_3rep,svm,Pinch,0.0
intra_loso_session__VP_01__2026-04-30_11-12-19_3rep,svm,Tripod,0.840037
intra_loso_session__VP_01__2026-04-30_11-29-09_3rep,svm,Fist,1.0
intra_loso_session__VP_01__2026-04-30_11-29-09_3rep,svm,Pinch,0.864469
intra_loso_session__VP_01__2026-04-30_11-29-09_3rep,svm,Tripod,0.807292
intra_loso_session__VP_01__2026-05-01_11-38-54_3rep,svm,Rest,0.0
intra_loso_session__VP_01__2026-05-01_11-38-54_3rep,svm,Fist,0.365034
intra_loso_session__VP_01__2026-05-01_11-38-54_3rep,svm,Pinch,0.274306
intra_loso_session__VP_01__2026-05-01_11-38-54_3rep,svm,Tripod,0.0
intra_loso_session__VP_01__2026-05-04_08-55-07_3rep,svm,Rest,0.0
intra_loso_session__VP_01__2026-05-04_08-55-07_3rep,svm,Fist,0.982533
intra_loso_session__VP_01__2026-05-04_08-55-07_3rep,svm,Pinch,1.0
intra_loso_session__VP_01__2026-05-04_08-55-07_3rep,svm,Tripod,1.0
intra_loso_session__VP_01__2026-05-04_09-00-24_3rep,svm,Fist,1.0
intra_loso_session__VP_01__2026-05-04_09-00-24_3rep,svm,Pinch,1.0
intra_loso_session__VP_01__2026-05-04_09-00-24_3rep,svm,Tripod,1.0
intra_loso_session__VP_01__2026-05-04_09-30-37_3rep,svm,Rest,0.945545
intra_loso_session__VP_01__2026-05-04_09-30-37_3rep,svm,Fist,0.93837
intra_loso_session__VP_01__2026-05-04_09-30-37_3rep,svm,Pinch,0.902111
intra_loso_session__VP_01__2026-05-04_09-30-37_3rep,svm,Tripod,0.896552
intra_loso_session__VP_01__2026-05-04_09-43-34_3rep,svm,Rest,0.915499
intra_loso_session__VP_01__2026-05-04_09-43-34_3rep,svm,Fist,0.926441
intra_loso_session__VP_01__2026-05-04_09-43-34_3rep,svm,Pinch,0.830116
intra_loso_session__VP_01__2026-05-04_09-43-34_3rep,svm,Tripod,0.797251
intra_loso_session__VP_01__2026-05-04_11-53-40_3rep,svm,Rest,0.489631
intra_loso_session__VP_01__2026-05-04_11-53-40_3rep,svm,Fist,0.912424
intra_loso_session__VP_01__2026-05-04_11-53-40_3rep,svm,Pinch,0.296296
intra_loso_session__VP_01__2026-05-04_11-53-40_3rep,svm,Tripod,0.340782
intra_loso_session__VP_02__2026-02-04_15:06:58_5rep,svm,Rest,0.0
intra_loso_session__VP_02__2026-02-04_15:06:58_5rep,svm,Fist,0.237638
intra_loso_session__VP_02__2026-02-04_15:06:58_5rep,svm,Pinch,0.030075
intra_loso_session__VP_02__2026-02-04_15:06:58_5rep,svm,Tripod,0.0
intra_loso_session__VP_02__2026-02-24_12:46:57_3rep,svm,Rest,0.679058
intra_loso_session__VP_02__2026-02-24_12:46:57_3rep,svm,Fist,0.509009
intra_loso_session__VP_02__2026-02-24_12:46:57_3rep,svm,Pinch,0.023077
intra_loso_session__VP_02__2026-02-24_12:46:57_3rep,svm,Tripod,0.417445
intra_loso_session__VP_02__2026-02-24_12:57:14_5rep,svm,Rest,0.981178
intra_loso_session__VP_02__2026-02-24_12:57:14_5rep,svm,Fist,0.764909
intra_loso_session__VP_02__2026-02-24_12:57:14_5rep,svm,Pinch,0.107066
intra_loso_session__VP_02__2026-02-24_12:57:14_5rep,svm,Tripod,0.411881
intra_loso_session__VP_02__2026-05-06_10-43-57_3rep,svm,Rest,0.937768
intra_loso_session__VP_02__2026-05-06_10-43-57_3rep,svm,Fist,0.938166
intra_loso_session__VP_02__2026-05-06_10-43-57_3rep,svm,Pinch,0.833735
intra_loso_session__VP_02__2026-05-06_10-43-57_3rep,svm,Tripod,0.800866
intra_loso_session__VP_02__2026-05-06_10-51-06_3rep,svm,Rest,0.96087
intra_loso_session__VP_02__2026-05-06_10-51-06_3rep,svm,Fist,0.980562
intra_loso_session__VP_02__2026-05-06_10-51-06_3rep,svm,Pinch,0.8
intra_loso_session__VP_02__2026-05-06_10-51-06_3rep,svm,Tripod,0.676218
intra_loso_session__VP_02__2026-05-06_10-54-51_3rep,svm,Rest,0.956332
intra_loso_session__VP_02__2026-05-06_10-54-51_3rep,svm,Fist,0.931915
intra_loso_session__VP_02__2026-05-06_10-54-51_3rep,svm,Pinch,0.800971
intra_loso_session__VP_02__2026-05-06_10-54-51_3rep,svm,Tripod,0.791667
intra_loso_session__VP_02__2026-05-06_11-02-58_3rep,svm,Rest,0.955191
intra_loso_session__VP_02__2026-05-06_11-02-58_3rep,svm,Fist,0.946429
intra_loso_session__VP_02__2026-05-06_11-02-58_3rep,svm,Pinch,0.857143
intra_loso_session__VP_02__2026-05-06_11-02-58_3rep,svm,Tripod,0.814286
intra_loso_session__VP_02__2026-05-06_11-08-12_3rep,svm,Rest,0.941694
intra_loso_session__VP_02__2026-05-06_11-08-12_3rep,svm,Fist,0.977679
intra_loso_session__VP_02__2026-05-06_11-08-12_3rep,svm,Pinch,0.720988
intra_loso_session__VP_02__2026-05-06_11-08-12_3rep,svm,Tripod,0.829457
intra_loso_session__VP_02__2026-05-06_11-09-25_3rep,svm,Rest,0.963855
intra_loso_session__VP_02__2026-05-06_11-09-25_3rep,svm,Fist,0.989011
intra_loso_session__VP_02__2026-05-06_11-09-25_3rep,svm,Pinch,0.835294
intra_loso_session__VP_02__2026-05-06_11-09-25_3rep,svm,Tripod,0.751244
intra_loso_session__VP_04__2026-03-25_14-44-10_5rep,svm,Rest,0.162901
intra_loso_session__VP_04__2026-03-25_14-44-10_5rep,svm,Fist,0.252975
intra_loso_session__VP_04__2026-03-25_14-44-10_5rep,svm,Pinch,0.0
intra_loso_session__VP_04__2026-03-25_14-44-10_5rep,svm,Tripod,0.0
intra_loso_session__VP_04__2026-03-25_15-12-50_5rep,svm,Rest,0.528247
intra_loso_session__VP_04__2026-03-25_15-12-50_5rep,svm,Fist,0.0
intra_loso_session__VP_04__2026-03-25_15-12-50_5rep,svm,Tripod,0.0
intra_loso_session__VP_04__2026-03-26_14-55-57_manual,svm,Rest,0.695741
intra_loso_session__VP_04__2026-03-26_14-55-57_manual,svm,Fist,0.106632
intra_loso_session__VP_04__2026-03-26_14-55-57_manual,svm,Pinch,0.0
intra_loso_session__VP_04__2026-03-26_14-55-57_manual,svm,Tripod,0.032258
intra_loso_session__VP_04__2026-03-27_10-48-46_manual,svm,Rest,0.185342
intra_loso_session__VP_04__2026-03-27_10-48-46_manual,svm,Fist,0.0
intra_loso_session__VP_06__2026-05-04_11-21-18_3rep,svm,Rest,0.860906
intra_loso_session__VP_06__2026-05-04_11-21-18_3rep,svm,Fist,0.911504
intra_loso_session__VP_06__2026-05-04_11-21-18_3rep,svm,Pinch,0.414966
intra_loso_session__VP_06__2026-05-04_11-21-18_3rep,svm,Tripod,0.096386
intra_loso_session__VP_06__2026-05-04_11-31-06_3rep,svm,Rest,0.900392
intra_loso_session__VP_06__2026-05-04_11-31-06_3rep,svm,Fist,0.629834
intra_loso_session__VP_06__2026-05-04_11-31-06_3rep,svm,Pinch,0.669027
intra_loso_session__VP_06__2026-05-04_11-31-06_3rep,svm,Tripod,0.164794
intra_loso_session__VP_06__2026-05-04_11-36-55_3rep,svm,Rest,0.685908
intra_loso_session__VP_06__2026-05-04_11-36-55_3rep,svm,Fist,0.761039
intra_loso_session__VP_06__2026-05-04_11-36-55_3rep,svm,Pinch,0.589711
intra_loso_session__VP_06__2026-05-04_11-36-55_3rep,svm,Tripod,0.0
intra_loso_session__VP_06__2026-05-04_11-57-35_3rep,svm,Rest,0.869506
intra_loso_session__VP_06__2026-05-04_11-57-35_3rep,svm,Fist,0.882236
intra_loso_session__VP_06__2026-05-04_11-57-35_3rep,svm,Pinch,0.379221
intra_loso_session__VP_06__2026-05-04_11-57-35_3rep,svm,Tripod,0.363636
intra_loso_session__VP_12__2026-05-04_14-30-45_5rep,svm,Rest,0.832194
intra_loso_session__VP_12__2026-05-04_14-30-45_5rep,svm,Fist,0.882262
intra_loso_session__VP_12__2026-05-04_14-30-45_5rep,svm,Pinch,0.495413
intra_loso_session__VP_12__2026-05-04_14-30-45_5rep,svm,Tripod,0.651422
intra_loso_session__VP_12__2026-05-04_14-45-30_3rep,svm,Rest,0.927138
intra_loso_session__VP_12__2026-05-04_14-45-30_3rep,svm,Fist,0.962306
intra_loso_session__VP_12__2026-05-04_14-45-30_3rep,svm,Pinch,0.75162
intra_loso_session__VP_12__2026-05-04_14-45-30_3rep,svm,Tripod,0.82494
intra_loso_session__VP_12__2026-05-04_14-46-56_3rep,svm,Rest,0.912485
intra_loso_session__VP_12__2026-05-04_14-46-56_3rep,svm,Fist,0.969565
intra_loso_session__VP_12__2026-05-04_14-46-56_3rep,svm,Pinch,0.834746
intra_loso_session__VP_12__2026-05-04_14-46-56_3rep,svm,Tripod,0.87169
intra_loso_session__VP_12__2026-05-04_14-51-35_3rep,svm,Rest,0.812362
intra_loso_session__VP_12__2026-05-04_14-51-35_3rep,svm,Fist,0.991342
intra_loso_session__VP_12__2026-05-04_14-51-35_3rep,svm,Pinch,0.0
intra_loso_session__VP_12__2026-05-04_14-51-35_3rep,svm,Tripod,0.649046
intra_loso_session__VP_12__2026-05-04_14-57-16_3rep,svm,Rest,0.858549
intra_loso_session__VP_12__2026-05-04_14-57-16_3rep,svm,Fist,0.982609
intra_loso_session__VP_12__2026-05-04_14-57-16_3rep,svm,Pinch,0.802867
intra_loso_session__VP_12__2026-05-04_14-57-16_3rep,svm,Tripod,0.926174
intra_loso_session__VP_12__2026-05-04_14-58-52_3rep,svm,Rest,0.803249
intra_loso_session__VP_12__2026-05-04_14-58-52_3rep,svm,Fist,0.89372
intra_loso_session__VP_12__2026-05-04_14-58-52_3rep,svm,Pinch,0.392371
intra_loso_session__VP_12__2026-05-04_14-58-52_3rep,svm,Tripod,0.760925
intra_loso_session__VP_12__2026-05-04_15-00-08_3rep,svm,Rest,0.947529
intra_loso_session__VP_12__2026-05-04_15-00-08_3rep,svm,Fist,0.93014
intra_loso_session__VP_12__2026-05-04_15-00-08_3rep,svm,Pinch,0.049231
intra_loso_session__VP_12__2026-05-04_15-00-08_3rep,svm,Tripod,0.632653
intra_loso_session__VP_13__2026-05-06_12-30-00_3rep,svm,Rest,0.847059
intra_loso_session__VP_13__2026-05-06_12-30-00_3rep,svm,Fist,0.754797
intra_loso_session__VP_13__2026-05-06_12-30-00_3rep,svm,Pinch,0.44373
intra_loso_session__VP_13__2026-05-06_12-30-00_3rep,svm,Tripod,0.548673
intra_loso_session__VP_13__2026-05-06_12-36-17_3rep,svm,Rest,0.953082
intra_loso_session__VP_13__2026-05-06_12-36-17_3rep,svm,Fist,0.892388
intra_loso_session__VP_13__2026-05-06_12-36-17_3rep,svm,Pinch,0.547325
intra_loso_session__VP_13__2026-05-06_12-36-17_3rep,svm,Tripod,0.396694
intra_loso_session__VP_13__2026-05-06_12-43-14_3rep,svm,Rest,0.888889
intra_loso_session__VP_13__2026-05-06_12-43-14_3rep,svm,Fist,0.930649
intra_loso_session__VP_13__2026-05-06_12-43-14_3rep,svm,Pinch,0.808421
intra_loso_session__VP_13__2026-05-06_12-43-14_3rep,svm,Tripod,0.897196
intra_loso_session__VP_13__2026-05-06_12-50-29_3rep,svm,Rest,0.917595
intra_loso_session__VP_13__2026-05-06_12-50-29_3rep,svm,Fist,0.919149
intra_loso_session__VP_13__2026-05-06_12-50-29_3rep,svm,Pinch,0.905077
intra_loso_session__VP_13__2026-05-06_12-50-29_3rep,svm,Tripod,0.936264
intra_loso_session__VP_13__2026-05-06_12-51-44_3rep,svm,Rest,0.903867
intra_loso_session__VP_13__2026-05-06_12-51-44_3rep,svm,Fist,0.923729
intra_loso_session__VP_13__2026-05-06_12-51-44_3rep,svm,Pinch,0.912281
intra_loso_session__VP_13__2026-05-06_12-51-44_3rep,svm,Tripod,0.939597
intra_loso_session__VP_13__2026-05-06_12-56-17_3rep,svm,Rest,0.909285
intra_loso_session__VP_13__2026-05-06_12-56-17_3rep,svm,Fist,0.925843
intra_loso_session__VP_13__2026-05-06_12-56-17_3rep,svm,Pinch,0.938596
intra_loso_session__VP_13__2026-05-06_12-56-17_3rep,svm,Tripod,0.918919
intra_loso_session__VP_13__2026-05-06_12-57-31_3rep,svm,Rest,0.884026
intra_loso_session__VP_13__2026-05-06_12-57-31_3rep,svm,Fist,0.898618
intra_loso_session__VP_13__2026-05-06_12-57-31_3rep,svm,Pinch,0.903226
intra_loso_session__VP_13__2026-05-06_12-57-31_3rep,svm,Tripod,0.929032
intra_loso_session__VP_13__2026-05-06_13-06-21_3rep,svm,Rest,0.886241
intra_loso_session__VP_13__2026-05-06_13-06-21_3rep,svm,Fist,0.869955
intra_loso_session__VP_13__2026-05-06_13-06-21_3rep,svm,Pinch,0.919037
intra_loso_session__VP_13__2026-05-06_13-06-21_3rep,svm,Tripod,0.938053
intra_loso_session__VP_13__2026-05-06_13-12-22_3rep,svm,Rest,0.86918
intra_loso_session__VP_13__2026-05-06_13-12-22_3rep,svm,Fist,0.889868
intra_loso_session__VP_13__2026-05-06_13-12-22_3rep,svm,Pinch,0.937093
intra_loso_session__VP_13__2026-05-06_13-12-22_3rep,svm,Tripod,0.907127
intra_loso_session__VP_13__2026-05-06_13-13-37_3rep,svm,Rest,0.899207
intra_loso_session__VP_13__2026-05-06_13-13-37_3rep,svm,Fist,0.907563
intra_loso_session__VP_13__2026-05-06_13-13-37_3rep,svm,Pinch,0.952381
intra_loso_session__VP_13__2026-05-06_13-13-37_3rep,svm,Tripod,0.936543
intra_loso_session__VP_14__2026-05-13_15-57-37_5rep,svm,Rest,0.828539
intra_loso_session__VP_14__2026-05-13_15-57-37_5rep,svm,Fist,0.437262
intra_loso_session__VP_14__2026-05-13_15-57-37_5rep,svm,Pinch,0.330781
intra_loso_session__VP_14__2026-05-13_15-57-37_5rep,svm,Tripod,0.439224
intra_loso_session__VP_14__2026-05-13_16-11-51_4rep,svm,Rest,0.664231
intra_loso_session__VP_14__2026-05-13_16-11-51_4rep,svm,Fist,0.183515
intra_loso_session__VP_14__2026-05-13_16-11-51_4rep,svm,Pinch,0.257669
intra_loso_session__VP_14__2026-05-13_16-11-51_4rep,svm,Tripod,0.132762
intra_loso_session__VP_01__2026-02-26_12:30:21_3rep,random_forest,Rest,0.950055
intra_loso_session__VP_01__2026-02-26_12:30:21_3rep,random_forest,Fist,0.965066
intra_loso_session__VP_01__2026-02-26_12:30:21_3rep,random_forest,Pinch,0.666667
intra_loso_session__VP_01__2026-02-26_12:30:21_3rep,random_forest,Tripod,0.778169
intra_loso_session__VP_01__2026-02-26_12:50:17_3rep,random_forest,Rest,0.944444
intra_loso_session__VP_01__2026-02-26_12:50:17_3rep,random_forest,Fist,0.965517
intra_loso_session__VP_01__2026-02-26_12:50:17_3rep,random_forest,Pinch,0.932127
intra_loso_session__VP_01__2026-02-26_12:50:17_3rep,random_forest,Tripod,0.932203
intra_loso_session__VP_01__2026-03-02_10:15:18_3rep,random_forest,Rest,0.681873
intra_loso_session__VP_01__2026-03-02_10:15:18_3rep,random_forest,Fist,0.651685
intra_loso_session__VP_01__2026-03-02_10:15:18_3rep,random_forest,Pinch,0.270023
intra_loso_session__VP_01__2026-03-02_10:15:18_3rep,random_forest,Tripod,0.358442
intra_loso_session__VP_01__2026-03-02_12:29:32_3rep,random_forest,Rest,0.862626
intra_loso_session__VP_01__2026-03-02_12:29:32_3rep,random_forest,Fist,0.742105
intra_loso_session__VP_01__2026-03-02_12:29:32_3rep,random_forest,Pinch,0.585366
intra_loso_session__VP_01__2026-03-02_12:29:32_3rep,random_forest,Tripod,0.653422
intra_loso_session__VP_01__2026-03-02_12:33:18_3rep,random_forest,Rest,0.856796
intra_loso_session__VP_01__2026-03-02_12:33:18_3rep,random_forest,Fist,0.91342
intra_loso_session__VP_01__2026-03-02_12:33:18_3rep,random_forest,Pinch,0.837398
intra_loso_session__VP_01__2026-03-02_12:33:18_3rep,random_forest,Tripod,0.795181
intra_loso_session__VP_01__2026-03-02_12:35:53_5rep,random_forest,Rest,0.676673
intra_loso_session__VP_01__2026-03-02_12:35:53_5rep,random_forest,Fist,0.592013
intra_loso_session__VP_01__2026-03-02_12:35:53_5rep,random_forest,Pinch,0.152857
intra_loso_session__VP_01__2026-03-02_12:35:53_5rep,random_forest,Tripod,0.181159
intra_loso_session__VP_01__2026-03-03_13:21:53_3rep,random_forest,Rest,0.937639
intra_loso_session__VP_01__2026-03-03_13:21:53_3rep,random_forest,Fist,0.976035
intra_loso_session__VP_01__2026-03-03_13:21:53_3rep,random_forest,Pinch,0.900452
intra_loso_session__VP_01__2026-03-03_13:21:53_3rep,random_forest,Tripod,0.869565
intra_loso_session__VP_01__2026-03-03_14:31:55_3rep,random_forest,Rest,0.896328
intra_loso_session__VP_01__2026-03-03_14:31:55_3rep,random_forest,Fist,0.92511
intra_loso_session__VP_01__2026-03-03_14:31:55_3rep,random_forest,Pinch,0.883817
intra_loso_session__VP_01__2026-03-03_14:31:55_3rep,random_forest,Tripod,0.827751
intra_loso_session__VP_01__2026-03-10_13:44:35_3rep,random_forest,Rest,0.805556
intra_loso_session__VP_01__2026-03-10_13:44:35_3rep,random_forest,Fist,0.963907
intra_loso_session__VP_01__2026-03-10_13:44:35_3rep,random_forest,Pinch,0.730769
intra_loso_session__VP_01__2026-03-10_13:44:35_3rep,random_forest,Tripod,0.920993
intra_loso_session__VP_01__2026-03-16_11:04:06_3rep,random_forest,Rest,0.925029
intra_loso_session__VP_01__2026-03-16_11:04:06_3rep,random_forest,Fist,0.974468
intra_loso_session__VP_01__2026-03-16_11:04:06_3rep,random_forest,Pinch,0.734219
intra_loso_session__VP_01__2026-03-16_11:04:06_3rep,random_forest,Tripod,0.618076
intra_loso_session__VP_01__2026-03-16_11:11:49_3rep,random_forest,Rest,0.953744
intra_loso_session__VP_01__2026-03-16_11:11:49_3rep,random_forest,Fist,0.978355
intra_loso_session__VP_01__2026-03-16_11:11:49_3rep,random_forest,Pinch,0.936819
intra_loso_session__VP_01__2026-03-16_11:11:49_3rep,random_forest,Tripod,0.926174
intra_loso_session__VP_01__2026-03-20_11:10:16_3rep,random_forest,Rest,0.629866
intra_loso_session__VP_01__2026-03-20_11:10:16_3rep,random_forest,Fist,0.0
intra_loso_session__VP_01__2026-03-20_11:10:16_3rep,random_forest,Pinch,0.040302
intra_loso_session__VP_01__2026-03-20_11:10:16_3rep,random_forest,Tripod,0.0
intra_loso_session__VP_01__2026-03-20_12:54:45_10rep,random_forest,Rest,0.980316
intra_loso_session__VP_01__2026-03-20_12:54:45_10rep,random_forest,Fist,0.988879
intra_loso_session__VP_01__2026-03-20_12:54:45_10rep,random_forest,Pinch,0.966146
intra_loso_session__VP_01__2026-03-20_12:54:45_10rep,random_forest,Tripod,0.969882
intra_loso_session__VP_01__2026-03-20_14:17:17_3rep,random_forest,Rest,0.929607
intra_loso_session__VP_01__2026-03-20_14:17:17_3rep,random_forest,Fist,0.934579
intra_loso_session__VP_01__2026-03-20_14:17:17_3rep,random_forest,Pinch,0.955157
intra_loso_session__VP_01__2026-03-20_14:17:17_3rep,random_forest,Tripod,0.945205
intra_loso_session__VP_01__2026-03-20_14:18:36_3rep,random_forest,Rest,0.904762
intra_loso_session__VP_01__2026-03-20_14:18:36_3rep,random_forest,Fist,0.811083
intra_loso_session__VP_01__2026-03-20_14:18:36_3rep,random_forest,Pinch,0.952596
intra_loso_session__VP_01__2026-03-20_14:18:36_3rep,random_forest,Tripod,0.95339
intra_loso_session__VP_01__2026-03-20_14:20:18_3rep,random_forest,Rest,0.983571
intra_loso_session__VP_01__2026-03-20_14:20:18_3rep,random_forest,Fist,0.98022
intra_loso_session__VP_01__2026-03-20_14:20:18_3rep,random_forest,Pinch,0.986957
intra_loso_session__VP_01__2026-03-20_14:20:18_3rep,random_forest,Tripod,0.986784
intra_loso_session__VP_01__2026-03-24_08-57-34_3rep,random_forest,Rest,0.960526
intra_loso_session__VP_01__2026-03-24_08-57-34_3rep,random_forest,Fist,0.942792
intra_loso_session__VP_01__2026-03-24_08-57-34_3rep,random_forest,Pinch,0.950226
intra_loso_session__VP_01__2026-03-24_08-57-34_3rep,random_forest,Tripod,0.936082
intra_loso_session__VP_01__2026-03-24_09-35-44_3rep,random_forest,Rest,0.859688
