fold_id,model_type,n_train_windows,n_val_windows,n_test_windows,accuracy,macro_f1,val_accuracy,val_macro_f1,train_seconds,inference_ms,fold_seed
intra_loso_session__VP_01__2026-04-30_09-04-04_3rep,mlp,52964,0,702,0.9487179487179488,0.7285691028130566,,,424.5192899703979,0.0218234510503263,210090912
intra_loso_session__VP_01__2026-04-30_09-24-27_3rep,mlp,52961,0,705,0.8921985815602836,0.7169638247658381,,,382.9389600753784,0.0222439461566032,364275443
intra_loso_session__VP_01__2026-04-30_09-51-33_3rep,mlp,52968,0,698,0.8409742120343839,0.6007171389632971,,,457.4732460975647,0.0221206670504244,158873721
intra_loso_session__VP_01__2026-04-30_09-58-03_3rep,mlp,52968,0,698,0.9670487106017192,0.7249341104373352,,,410.9288611412048,0.0027763126231196,2004478446
intra_loso_session__VP_01__2026-04-30_10-25-22_3rep,mlp,52970,0,696,0.918103448275862,0.7176452640795805,,,462.5830969810486,0.0233232289895244,1172596326
intra_loso_session__VP_01__2026-04-30_11-12-19_3rep,mlp,52968,0,698,0.7363896848137536,0.4326055026583613,,,460.6746859550476,0.00273088329501,2123676243
intra_loso_session__VP_01__2026-04-30_11-29-09_3rep,mlp,52735,0,931,0.9516648764769066,0.7066069697324824,,,441.8574390411377,0.0173264492211101,1990251728
intra_loso_session__VP_01__2026-05-01_11-38-54_3rep,mlp,52561,0,1105,0.2479638009049773,0.1686287466747996,,,407.42091631889343,0.0143366162054139,1269996572
intra_loso_session__VP_01__2026-05-04_08-55-07_3rep,mlp,52963,0,703,0.9743954480796586,0.7402756479304933,,,373.7530860900879,0.0194723202527671,1624471679
intra_loso_session__VP_01__2026-05-04_09-00-24_3rep,mlp,52959,0,707,0.9915134370579916,0.7467811158798283,,,405.8269510269165,0.018238852688413,1671459353
intra_loso_session__VP_01__2026-05-04_09-30-37_3rep,mlp,51681,0,1985,0.8765743073047859,0.8707579740532592,,,450.2983329296112,0.0080472576227836,722895201
intra_loso_session__VP_01__2026-05-04_09-43-34_3rep,mlp,51616,0,2050,0.9063414634146342,0.8896012636490731,,,415.252384185791,0.0077234826436856,1953356352
intra_loso_session__VP_01__2026-05-04_11-53-40_3rep,mlp,51605,0,2061,0.2115477923338185,0.248794066874347,,,382.8861093521118,0.0079801393793023,518398289
intra_loso_session__VP_02__2026-02-04_15:06:58_5rep,mlp,12257,0,3636,0.253025302530253,0.2554764391718235,,,79.53590798377991,0.0046834562740179,670575260
intra_loso_session__VP_02__2026-02-24_12:46:57_3rep,mlp,14755,0,1138,0.4885764499121265,0.4230813136969196,,,114.79269003868104,0.001946526378236,451386575
intra_loso_session__VP_02__2026-02-24_12:57:14_5rep,mlp,11612,0,4281,0.6944639103013315,0.6026723067935188,,,92.5450439453125,0.0042027609561598,411004118
intra_loso_session__VP_02__2026-05-06_10-43-57_3rep,mlp,14754,0,1139,0.8858647936786654,0.8746051703734755,,,71.1227548122406,0.002125462907987,37626182
intra_loso_session__VP_02__2026-05-06_10-51-06_3rep,mlp,14752,0,1141,0.9044697633654688,0.8861552555847481,,,90.64386320114136,0.0016783330651566,675602782
intra_loso_session__VP_02__2026-05-06_10-54-51_3rep,mlp,14754,0,1139,0.897278314310799,0.878090317188079,,,72.5394241809845,0.0020955297588988,1507424931
intra_loso_session__VP_02__2026-05-06_11-02-58_3rep,mlp,14753,0,1140,0.8956140350877193,0.8891505053121619,,,93.28130292892456,0.0017814468919185,803040903
intra_loso_session__VP_02__2026-05-06_11-08-12_3rep,mlp,14754,0,1139,0.8928884986830553,0.8755124432777976,,,96.03088998794556,0.0017604040827428,1524495400
intra_loso_session__VP_02__2026-05-06_11-09-25_3rep,mlp,14753,0,1140,0.9008771929824562,0.8827299440549263,,,125.95951294898988,0.0020552099796763,2062711971
intra_loso_session__VP_04__2026-03-25_14-44-10_5rep,mlp,6528,0,2931,0.1924257932446264,0.0998391797146882,,,41.0730299949646,0.0056496499464073,675333813
intra_loso_session__VP_04__2026-03-25_15-12-50_5rep,mlp,7931,0,1528,0.3579842931937173,0.2636144578313253,,,33.53946018218994,0.0111530900625658,1576851026
intra_loso_session__VP_04__2026-03-26_14-55-57_manual,mlp,5957,0,3502,0.2875499714448886,0.1579051002741375,,,32.9973030090332,0.0049939909912667,846945874
intra_loso_session__VP_04__2026-03-27_10-48-46_manual,mlp,7961,0,1498,0.2082777036048064,0.1723756906077348,,,52.85040998458862,0.0109390836850664,90239532
intra_loso_session__VP_06__2026-05-04_11-21-18_3rep,mlp,5513,0,2054,0.697176241480039,0.4338391582656793,,,48.40936231613159,0.0086284542733761,160079581
intra_loso_session__VP_06__2026-05-04_11-31-06_3rep,mlp,5514,0,2053,0.6234778373112518,0.540295726158996,,,33.27576923370361,0.0084495172811843,2098590033
intra_loso_session__VP_06__2026-05-04_11-36-55_3rep,mlp,6144,0,1423,0.708362614195362,0.5395902787331245,,,53.43455910682678,0.0113142433086081,909074306
intra_loso_session__VP_06__2026-05-04_11-57-35_3rep,mlp,5530,0,2037,0.727540500736377,0.539251456838128,,,41.324568033218384,0.0095370942959904,1415616123
intra_loso_session__VP_12__2026-05-04_14-30-45_5rep,mlp,7914,0,4282,0.765063054647361,0.7278746188421099,,,43.6514368057251,0.0044933160517272,1514108334
intra_loso_session__VP_12__2026-05-04_14-45-30_3rep,mlp,11057,0,1139,0.935908691834943,0.930697691040066,,,47.43481206893921,0.001826968707988,1493306183
intra_loso_session__VP_12__2026-05-04_14-46-56_3rep,mlp,11056,0,1140,0.9166666666666666,0.9239398850911016,,,71.6931562423706,0.0017789372226648,1789767547
intra_loso_session__VP_12__2026-05-04_14-51-35_3rep,mlp,11057,0,1139,0.6505706760316067,0.5552874994934547,,,57.99059772491455,0.0016741631217333,274988352
intra_loso_session__VP_12__2026-05-04_14-57-16_3rep,mlp,11057,0,1139,0.7585601404741001,0.7610699907370676,,,57.13686108589173,0.0020201735793759,1478894121
intra_loso_session__VP_12__2026-05-04_14-58-52_3rep,mlp,11057,0,1139,0.7120280948200176,0.6586439975615654,,,66.76429200172424,0.0017269124473993,1755224084
intra_loso_session__VP_12__2026-05-04_15-00-08_3rep,mlp,9978,0,2218,0.7984670874661858,0.5891759859843289,,,65.57238388061523,0.007812454423139,865607387
intra_loso_session__VP_13__2026-05-06_12-30-00_3rep,mlp,11304,0,1140,0.7947368421052632,0.7639335911097451,,,97.96372318267822,0.0015457471211751,1425844268
intra_loso_session__VP_13__2026-05-06_12-36-17_3rep,mlp,10259,0,2185,0.880091533180778,0.7667416883537383,,,90.26815414428712,0.0078118365743885,1212008983
intra_loso_session__VP_13__2026-05-06_12-43-14_3rep,mlp,11301,0,1143,0.8521434820647419,0.8495954179123747,,,98.75822877883913,0.0142675685131643,275537132
intra_loso_session__VP_13__2026-05-06_12-50-29_3rep,mlp,11306,0,1138,0.9200351493848856,0.9205175305385468,,,99.0221676826477,0.0021091035464107,239826193
intra_loso_session__VP_13__2026-05-06_12-51-44_3rep,mlp,11304,0,1140,0.9298245614035088,0.9333302858710124,,,98.9476969242096,0.0019167598925138,1949434785
intra_loso_session__VP_13__2026-05-06_12-56-17_3rep,mlp,11303,0,1141,0.9079754601226994,0.9105831676511672,,,99.35908579826356,0.0017353780012607,1785618850
intra_loso_session__VP_13__2026-05-06_12-57-31_3rep,mlp,11305,0,1139,0.8990342405618964,0.9020914396217063,,,93.49022006988524,0.0017331921290262,369586781
intra_loso_session__VP_13__2026-05-06_13-06-21_3rep,mlp,11305,0,1139,0.9122036874451273,0.915993093220481,,,99.86873173713684,0.0016595105312705,1906478644
intra_loso_session__VP_13__2026-05-06_13-12-22_3rep,mlp,11304,0,1140,0.912280701754386,0.9166231400432244,,,90.64240431785583,0.0018008968286346,2077857808
intra_loso_session__VP_13__2026-05-06_13-13-37_3rep,mlp,11305,0,1139,0.9253731343283582,0.9300406023579042,,,99.68244099617004,0.0021474417936812,1080184401
intra_loso_session__VP_14__2026-05-13_15-57-37_5rep,mlp,2442,0,3080,0.5503246753246753,0.4789758756542235,,,15.29127287864685,0.0056903083603103,1115368452
intra_loso_session__VP_14__2026-05-13_16-11-51_4rep,mlp,3080,0,2442,0.4631449631449631,0.2889872347492743,,,15.292701005935667,0.0069271239172133,647072754
intra_loso_session__VP_01__2026-02-26_12:30:21_3rep,attention_net,52524,0,1142,0.882661996497373,0.861965932195581,,,420.902309179306,0.1130237679556664,1781513482
intra_loso_session__VP_01__2026-02-26_12:50:17_3rep,attention_net,52527,0,1139,0.9464442493415276,0.9479898717199892,,,383.7771623134613,0.0830368581207516,1317234758
intra_loso_session__VP_01__2026-03-02_10:15:18_3rep,attention_net,52527,0,1139,0.7208077260755048,0.6519041720263556,,,631.1612250804901,0.0612599688522432,1528888891
intra_loso_session__VP_01__2026-03-02_12:29:32_3rep,attention_net,52529,0,1137,0.8768689533861038,0.873644631044623,,,482.10075640678406,0.0783359155176812,99051565
intra_loso_session__VP_01__2026-03-02_12:33:18_3rep,attention_net,52528,0,1138,0.8304042179261862,0.8366278889847076,,,658.5505180358887,0.0883443493834698,481354892
intra_loso_session__VP_01__2026-03-02_12:35:53_5rep,attention_net,49377,0,4289,0.5236651900209839,0.3852374884746505,,,288.3867471218109,0.0698841043384682,1239986958
intra_loso_session__VP_01__2026-03-03_13:21:53_3rep,attention_net,52525,0,1141,0.8921998247151621,0.8892729394198261,,,519.8093519210815,0.0744442684832212,542620738
intra_loso_session__VP_01__2026-03-03_14:31:55_3rep,attention_net,52526,0,1140,0.912280701754386,0.9172830791486816,,,582.6690440177917,0.1018597368608441,1480443497
intra_loso_session__VP_01__2026-03-10_13:44:35_3rep,attention_net,52527,0,1139,0.8770851624231782,0.8694017643944296,,,308.499263048172,0.0464099870636549,1309813163
intra_loso_session__VP_01__2026-03-16_11:04:06_3rep,attention_net,52525,0,1141,0.6590709903593339,0.6395872817578807,,,860.3559317588806,0.0404479940349234,1284685890
intra_loso_session__VP_01__2026-03-16_11:11:49_3rep,attention_net,52528,0,1138,0.8875219683655536,0.8723378365101833,,,499.7685461044311,0.0400683582352837,1361422585
intra_loso_session__VP_01__2026-03-20_11:10:16_3rep,attention_net,52527,0,1139,0.543459174714662,0.3648437692992933,,,525.7389709949493,0.0351833815737917,1688228576
intra_loso_session__VP_01__2026-03-20_12:54:45_10rep,attention_net,47380,0,6286,0.9807508749602292,0.9809683053402384,,,345.5456781387329,0.0603605219409832,78791309
intra_loso_session__VP_01__2026-03-20_14:17:17_3rep,attention_net,52527,0,1139,0.9411764705882352,0.9428665734096696,,,246.62960577011108,0.0426873917952245,640993734
intra_loso_session__VP_01__2026-03-20_14:18:36_3rep,attention_net,52527,0,1139,0.9025460930640912,0.90150608323586,,,642.1830070018768,0.0387707543645227,1524468551
intra_loso_session__VP_01__2026-03-20_14:20:18_3rep,attention_net,52525,0,1141,0.9553023663453112,0.9562086943771116,,,376.36320209503174,0.0463225776745915,1863887333
intra_loso_session__VP_01__2026-03-24_08-57-34_3rep,attention_net,52528,0,1138,0.9551845342706504,0.9558362387710144,,,325.01293897628784,0.0428313320676136,1364883233
intra_loso_session__VP_01__2026-03-24_09-35-44_3rep,attention_net,52526,0,1140,0.7114035087719298,0.6901758579479396,,,768.4173531532288,0.0365244714837325,1507462281
intra_loso_session__VP_01__2026-03-25_10-21-07_5rep,attention_net,49382,0,4284,0.2044817927170868,0.1560222208692328,,,532.264172077179,0.0538187089309193,693997340
intra_loso_session__VP_01__2026-03-25_13-36-55_3rep,attention_net,52527,0,1139,0.8999122036874452,0.881361246456472,,,564.4701597690582,0.042426575684987,91429152
intra_loso_session__VP_01__2026-03-25_13-55-45_3rep,attention_net,52526,0,1140,0.9535087719298244,0.9469417774628652,,,846.0342242717743,0.0397069412365294,1183153871
intra_loso_session__VP_01__2026-03-26_12-38-48_3rep,attention_net,52526,0,1140,0.5070175438596491,0.3170476721500908,,,756.6013059616089,0.0363544413917943,751680381
intra_loso_session__VP_01__2026-03-30_09-32-13_3rep,attention_net,52526,0,1140,0.8964912280701754,0.8950683425708557,,,477.8284690380096,0.0364684222037332,2105237507
intra_loso_session__VP_01__2026-03-30_09-41-33_3rep,attention_net,52526,0,1140,0.8535087719298246,0.8327154318901695,,,464.1658067703247,0.0376755731147632,1779412060
intra_loso_session__VP_01__2026-04-27_09-29-56_3rep,attention_net,52527,0,1139,0.7155399473222125,0.7217520939596216,,,642.3971593379974,0.0642616566699047,1401113200
intra_loso_session__VP_01__2026-04-30_09-04-04_3rep,attention_net,52964,0,702,0.9586894586894588,0.7326503103005302,,,353.64884400367737,0.1136397364472392,1035772802
intra_loso_session__VP_01__2026-04-30_09-24-27_3rep,attention_net,52961,0,705,0.9134751773049644,0.7211867604646776,,,594.9870049953461,0.1178000835662192,66234768
intra_loso_session__VP_01__2026-04-30_09-51-33_3rep,attention_net,52968,0,698,0.8094555873925502,0.5212524584232351,,,438.4636161327362,0.3175212865572604,967736059
intra_loso_session__VP_01__2026-04-30_09-58-03_3rep,attention_net,52968,0,698,0.9383954154727794,0.7237593504834884,,,1131.1873619556427,0.285223083714701,909092621
intra_loso_session__VP_01__2026-04-30_10-25-22_3rep,attention_net,52970,0,696,0.9252873563218392,0.7263089077044054,,,533.1993269920349,0.3081306643869685,1015802098
intra_loso_session__VP_01__2026-04-30_11-12-19_3rep,attention_net,52968,0,698,0.7492836676217765,0.4425265791119449,,,556.5539140701294,0.2961445674513677,1105049187
intra_loso_session__VP_01__2026-04-30_11-29-09_3rep,attention_net,52735,0,931,0.9720730397422128,0.7240881869413839,,,527.8967642784119,0.0908121258564589,1189024812
intra_loso_session__VP_01__2026-05-01_11-38-54_3rep,attention_net,52561,0,1105,0.253393665158371,0.1696329750550874,,,462.5434820652008,0.095371746909025,993829132
intra_loso_session__VP_01__2026-05-04_08-55-07_3rep,attention_net,52963,0,703,0.9871977240398292,0.7445693146409285,,,365.2570931911469,0.2122220409713462,1003087417
intra_loso_session__VP_01__2026-05-04_09-00-24_3rep,attention_net,52959,0,707,1.0,1.0,,,696.6345829963684,0.1211098936693334,358072884
intra_loso_session__VP_01__2026-05-04_09-30-37_3rep,attention_net,51681,0,1985,0.9289672544080604,0.9177163480349284,,,482.8075680732727,0.5518710282947915,1557818098
intra_loso_session__VP_01__2026-05-04_09-43-34_3rep,attention_net,51616,0,2050,0.8721951219512195,0.8589010395475095,,,394.7795970439911,0.0660502038350919,593397326
intra_loso_session__VP_01__2026-05-04_11-53-40_3rep,attention_net,51605,0,2061,0.4303736050460941,0.4465840680182228,,,419.0696139335632,0.1061465889432371,1882723562
intra_loso_session__VP_02__2026-02-04_15:06:58_5rep,attention_net,12257,0,3636,0.2414741474147414,0.1573578523604835,,,260.5530240535736,0.0932145171170712,339205737
intra_loso_session__VP_02__2026-02-24_12:46:57_3rep,attention_net,14755,0,1138,0.4130052724077329,0.342160987767628,,,245.6101591587067,0.0443517218993711,1034299664
intra_loso_session__VP_02__2026-02-24_12:57:14_5rep,attention_net,11612,0,4281,0.714319084326092,0.6469804508428008,,,240.56375980377197,0.0771602941600832,964507765
intra_loso_session__VP_02__2026-05-06_10-43-57_3rep,attention_net,14754,0,1139,0.8612818261633012,0.8500644589377959,,,338.9059021472931,0.0523968262040269,1029240722
intra_loso_session__VP_02__2026-05-06_10-51-06_3rep,attention_net,14752,0,1141,0.8650306748466258,0.8394731296803759,,,277.38495779037476,0.0463794136548857,640192244
intra_loso_session__VP_02__2026-05-06_10-54-51_3rep,attention_net,14754,0,1139,0.8410886742756805,0.8263005208335505,,,349.8831386566162,0.0388036180317035,1183691815
intra_loso_session__VP_02__2026-05-06_11-02-58_3rep,attention_net,14753,0,1140,0.8964912280701754,0.8888667449453487,,,201.17354893684387,0.0449929321021364,165813792
intra_loso_session__VP_02__2026-05-06_11-08-12_3rep,attention_net,14754,0,1139,0.8955223880597015,0.8692138482550885,,,364.26418900489807,0.0361667797165653,1909169806
intra_loso_session__VP_02__2026-05-06_11-09-25_3rep,attention_net,14753,0,1140,0.8850877192982456,0.8614319024686813,,,346.338632106781,0.0364222024616442,412408373
intra_loso_session__VP_04__2026-03-25_14-44-10_5rep,attention_net,6528,0,2931,0.3036506311838963,0.1873900305292107,,,86.56299495697021,0.0630989289454574,371479952
intra_loso_session__VP_04__2026-03-25_15-12-50_5rep,attention_net,7931,0,1528,0.3612565445026178,0.1359501311037451,,,201.68757915496823,0.0846250207012236,495432347
intra_loso_session__VP_04__2026-03-26_14-55-57_manual,attention_net,5957,0,3502,0.414334665905197,0.2508863218863122,,,75.45643472671509,0.0535177544550784,1871670853
intra_loso_session__VP_04__2026-03-27_10-48-46_manual,attention_net,7961,0,1498,0.7583444592790387,0.2875221462920779,,,130.67270803451538,0.0870823064378807,486516965
intra_loso_session__VP_06__2026-05-04_11-21-18_3rep,attention_net,5513,0,2054,0.5068159688412853,0.2219646885204851,,,139.62609601020813,0.0718291105290815,532397232
intra_loso_session__VP_06__2026-05-04_11-31-06_3rep,attention_net,5514,0,2053,0.8412079883097906,0.816696103268684,,,139.70791006088257,0.0735435959657575,1045510644
intra_loso_session__VP_06__2026-05-04_11-36-55_3rep,attention_net,6144,0,1423,0.7153900210822206,0.5480683390623182,,,81.05525875091553,0.0869872615275379,944913822
intra_loso_session__VP_06__2026-05-04_11-57-35_3rep,attention_net,5530,0,2037,0.4320078546882671,0.4032923350647434,,,134.85319924354553,0.0734997544735743,785309200
intra_loso_session__VP_12__2026-05-04_14-30-45_5rep,attention_net,7914,0,4282,0.7804764128911723,0.7512164765612823,,,132.62947702407837,0.0525221875870912,101456465
intra_loso_session__VP_12__2026-05-04_14-45-30_3rep,attention_net,11057,0,1139,0.9253731343283582,0.9147530227635116,,,273.3715739250183,0.0369419017520465,1137793684
intra_loso_session__VP_12__2026-05-04_14-46-56_3rep,attention_net,11056,0,1140,0.7657894736842106,0.7761988790593655,,,206.14492917060852,0.0397613174036929,1170391595
intra_loso_session__VP_12__2026-05-04_14-51-35_3rep,attention_net,11057,0,1139,0.8068481123792801,0.7607477182707113,,,263.8620297908783,0.0396145342524581,246928145
intra_loso_session__VP_12__2026-05-04_14-57-16_3rep,attention_net,11057,0,1139,0.8419666374012291,0.8312467351472609,,,274.94131207466125,0.0377419331913145,1485642935
intra_loso_session__VP_12__2026-05-04_14-58-52_3rep,attention_net,11057,0,1139,0.8568920105355575,0.8420580199098054,,,209.30158305168152,0.0382124906678907,1170472406
intra_loso_session__VP_12__2026-05-04_15-00-08_3rep,attention_net,9978,0,2218,0.5852119026149685,0.494716051062862,,,146.10471510887146,0.0666455173406437,651607863
intra_loso_session__VP_13__2026-05-06_12-30-00_3rep,attention_net,11304,0,1140,0.8464912280701754,0.8357322600285868,,,180.15594387054443,0.0356159712138928,1135686259
intra_loso_session__VP_13__2026-05-06_12-36-17_3rep,attention_net,10259,0,2185,0.8338672768878719,0.7033565898467264,,,183.10998106002808,0.0668750474873069,590556564
intra_loso_session__VP_13__2026-05-06_12-43-14_3rep,attention_net,11301,0,1143,0.9011373578302712,0.9058449664901068,,,90.145770072937,0.2275641717518617,1417939071
intra_loso_session__VP_13__2026-05-06_12-50-29_3rep,attention_net,11306,0,1138,0.8585237258347979,0.8485981530859739,,,227.37199330329895,0.0380273443533791,1638058293
intra_loso_session__VP_13__2026-05-06_12-51-44_3rep,attention_net,11304,0,1140,0.9008771929824562,0.9032732480430368,,,213.3775990009308,0.0355097285488195,628872008
intra_loso_session__VP_13__2026-05-06_12-56-17_3rep,attention_net,11303,0,1141,0.8930762489044698,0.8918924921080842,,,267.1500930786133,0.0376642847353695,1969785106
intra_loso_session__VP_13__2026-05-06_12-57-31_3rep,attention_net,11305,0,1139,0.8718173836698858,0.8668982815914227,,,194.0147089958191,0.0376427142216093,1588836649
intra_loso_session__VP_13__2026-05-06_13-06-21_3rep,attention_net,11305,0,1139,0.9183494293239683,0.9200148970237472,,,182.63637828826904,0.0372403959520455,242357973
intra_loso_session__VP_13__2026-05-06_13-12-22_3rep,attention_net,11304,0,1140,0.9087719298245616,0.9127720060549868,,,168.68081998825073,0.0351316050479286,1029718275
intra_loso_session__VP_13__2026-05-06_13-13-37_3rep,attention_net,11305,0,1139,0.9174714661984196,0.9231812656266084,,,233.61602187156677,0.0381218539297423,118537301
intra_loso_session__VP_14__2026-05-13_15-57-37_5rep,attention_net,2442,0,3080,0.5646103896103896,0.4170774723818134,,,49.05624794960022,0.1107893206856467,557593834
intra_loso_session__VP_14__2026-05-13_16-11-51_4rep,attention_net,3080,0,2442,0.6027846027846028,0.5041723899913264,,,60.3013379573822,0.0709176161170103,994235104
intra_loso_session__VP_01__2026-02-26_12:30:21_3rep,cnn,52524,0,1142,0.8992994746059545,0.8800978812114424,,,341.00695610046387,0.2675290283096233,611611991
intra_loso_session__VP_01__2026-02-26_12:50:17_3rep,cnn,52527,0,1139,0.9525899912203688,0.9544593016933886,,,441.00019884109497,0.3179589104924524,987203314
intra_loso_session__VP_01__2026-03-02_10:15:18_3rep,cnn,52527,0,1139,0.6602282704126426,0.5399345080841114,,,328.6801631450653,0.2233477618424279,225829369
intra_loso_session__VP_01__2026-03-02_12:29:32_3rep,cnn,52529,0,1137,0.9129287598944592,0.915403821930492,,,373.3838720321655,0.2628662340873778,1749694406
intra_loso_session__VP_01__2026-03-02_12:33:18_3rep,cnn,52528,0,1138,0.8541300527240774,0.8496464612966909,,,381.1966049671173,0.1081316249022793,1505830194
intra_loso_session__VP_01__2026-03-02_12:35:53_5rep,cnn,49377,0,4289,0.7743063651200746,0.7541364036752101,,,402.3353810310364,0.2066852274294582,1106053691
intra_loso_session__VP_01__2026-03-03_13:21:53_3rep,cnn,52525,0,1141,0.8624014022787029,0.8716612761255713,,,340.5029237270355,0.2308967968124135,2118485882
intra_loso_session__VP_01__2026-03-03_14:31:55_3rep,cnn,52526,0,1140,0.925438596491228,0.9294293302526728,,,805.7450430393219,0.1066322912249648,188551881
intra_loso_session__VP_01__2026-03-10_13:44:35_3rep,cnn,52527,0,1139,0.874451273046532,0.8657061498245409,,,720.5198140144348,0.1854304162110018,2113089055
intra_loso_session__VP_01__2026-03-16_11:04:06_3rep,cnn,52525,0,1141,0.7195442594215601,0.6540388887718211,,,419.19543504714966,0.1862602835679451,264984777
intra_loso_session__VP_01__2026-03-16_11:11:49_3rep,cnn,52528,0,1138,0.9165202108963092,0.905985061061988,,,553.2054221630096,0.2043551007557418,439563339
intra_loso_session__VP_01__2026-03-20_11:10:16_3rep,cnn,52527,0,1139,0.723441615452151,0.6080473968631892,,,385.5492131710053,0.1794153185033086,470291178
intra_loso_session__VP_01__2026-03-20_12:54:45_10rep,cnn,47380,0,6286,0.9828189627744194,0.9834023195684573,,,307.0696749687195,0.0946142473988498,374298409
intra_loso_session__VP_01__2026-03-20_14:17:17_3rep,cnn,52527,0,1139,0.9385425812115892,0.940202388011947,,,485.3682110309601,0.1746366901079534,263892766
intra_loso_session__VP_01__2026-03-20_14:18:36_3rep,cnn,52527,0,1139,0.8999122036874452,0.9010288354125155,,,262.17594814300537,0.1833300720295223,1555972296
intra_loso_session__VP_01__2026-03-20_14:20:18_3rep,cnn,52525,0,1141,0.9605609114811569,0.960174569754826,,,407.4429771900177,0.1939103647243757,1828361903
intra_loso_session__VP_01__2026-03-24_08-57-34_3rep,cnn,52528,0,1138,0.9622144112478032,0.9633490978331016,,,251.2464780807495,0.1876341647129695,207644678
intra_loso_session__VP_01__2026-03-24_09-35-44_3rep,cnn,52526,0,1140,0.656140350877193,0.5866244019738052,,,640.5326590538025,0.065758981202778,1518661176
intra_loso_session__VP_01__2026-03-25_10-21-07_5rep,cnn,49382,0,4284,0.2429971988795518,0.180547027703337,,,344.8575119972229,0.1315931423482886,1955889810
intra_loso_session__VP_01__2026-03-25_13-36-55_3rep,cnn,52527,0,1139,0.9051799824407376,0.8864083834694713,,,768.3441119194031,0.2020613157089809,1374711389
intra_loso_session__VP_01__2026-03-25_13-55-45_3rep,cnn,52526,0,1140,0.9719298245614036,0.97136256066063,,,398.3283560276031,0.2003316293682968,1530921416
intra_loso_session__VP_01__2026-03-26_12-38-48_3rep,cnn,52526,0,1140,0.4228070175438596,0.2358674682376984,,,565.340815782547,0.1823264255858304,211988327
intra_loso_session__VP_01__2026-03-30_09-32-13_3rep,cnn,52526,0,1140,0.8324561403508772,0.796352746301279,,,922.9200279712676,0.1954026389540287,495578269
intra_loso_session__VP_01__2026-03-30_09-41-33_3rep,cnn,52526,0,1140,0.7526315789473684,0.7657428868614223,,,558.0169448852539,0.1858755161887721,1905724730
intra_loso_session__VP_01__2026-04-27_09-29-56_3rep,cnn,52527,0,1139,0.7848990342405618,0.7710292150268696,,,400.4543008804322,0.1876031860539115,1243999838
intra_loso_session__VP_01__2026-04-30_09-04-04_3rep,cnn,52964,0,702,0.9515669515669516,0.7308546631362166,,,538.0359091758728,0.3049247964494928,2059948541
intra_loso_session__VP_01__2026-04-30_09-24-27_3rep,cnn,52961,0,705,0.9120567375886524,0.7231081081081081,,,513.9372909069061,0.1557728922958915,301138004
intra_loso_session__VP_01__2026-04-30_09-51-33_3rep,cnn,52968,0,698,0.7822349570200573,0.4775644940410097,,,356.7059278488159,0.2890545181012085,990548767
intra_loso_session__VP_01__2026-04-30_09-58-03_3rep,cnn,52968,0,698,0.9369627507163324,0.72027526242285,,,480.60598707199097,0.2621514749390348,1755754949
intra_loso_session__VP_01__2026-04-30_10-25-22_3rep,cnn,52970,0,696,0.9066091954022988,0.7114958304636589,,,324.44000601768494,0.2979769788939377,1613215344
intra_loso_session__VP_01__2026-04-30_11-12-19_3rep,cnn,52968,0,698,0.7335243553008596,0.6060643122866024,,,639.3851139545441,0.2847479544259757,84120778
intra_loso_session__VP_01__2026-04-30_11-29-09_3rep,cnn,52735,0,931,0.9441460794844252,0.6978951373048562,,,469.2944519519806,0.2176907597755899,252559598
intra_loso_session__VP_01__2026-05-01_11-38-54_3rep,cnn,52561,0,1105,0.253393665158371,0.1697701809873169,,,476.44440603256226,0.2425918751712298,2125965781
intra_loso_session__VP_01__2026-05-04_08-55-07_3rep,cnn,52963,0,703,0.9886201991465148,0.7456331877729258,,,401.9536738395691,0.3021892748380962,1618981581
intra_loso_session__VP_01__2026-05-04_09-00-24_3rep,cnn,52959,0,707,0.9985855728429984,0.7494692144373674,,,357.26541090011597,0.2742913015492397,87360366
intra_loso_session__VP_01__2026-05-04_09-30-37_3rep,cnn,51681,0,1985,0.9370277078085644,0.9265694853805976,,,514.0240068435669,0.8547672396643036,972154796
intra_loso_session__VP_01__2026-05-04_09-43-34_3rep,cnn,51616,0,2050,0.8936585365853659,0.8785783224805571,,,457.14089488983154,0.3294556315352277,496354188
intra_loso_session__VP_01__2026-05-04_11-53-40_3rep,cnn,51605,0,2061,0.37117903930131,0.4295597916177524,,,457.0111780166626,0.4352332896714301,476944210
intra_loso_session__VP_02__2026-02-04_15:06:58_5rep,cnn,12257,0,3636,0.2912541254125412,0.1932033238931403,,,80.44540905952454,1.187913357490229,372451731
intra_loso_session__VP_02__2026-02-24_12:46:57_3rep,cnn,14755,0,1138,0.4499121265377855,0.3606455574344397,,,96.32134890556335,0.0615867872858298,1868576830
intra_loso_session__VP_02__2026-02-24_12:57:14_5rep,cnn,11612,0,4281,0.780892314879701,0.7374532099878501,,,144.9953351020813,0.3821994065959942,170966732
intra_loso_session__VP_02__2026-05-06_10-43-57_3rep,cnn,14754,0,1139,0.8762071992976295,0.8668289427980362,,,65.1197030544281,0.0538631318639097,112228950
intra_loso_session__VP_02__2026-05-06_10-51-06_3rep,cnn,14752,0,1141,0.8755477651183172,0.852615404517199,,,145.20744490623474,0.0560227242819997,1891204106
intra_loso_session__VP_02__2026-05-06_10-54-51_3rep,cnn,14754,0,1139,0.8533801580333626,0.831611802661042,,,198.20940113067627,0.0483872494852469,1720070422
